Key,Screen/Context,English,Urdu,Roman Urdu,Notes
ustaadStep4Subtitle,Ustaad authentication,Step 4 / 4 · customers never see this,مرحلہ 4 / 4 · یہ گاہک کو کبھی نہیں دکھتا,Step 4 / 4 · ye customer ko kabhi nahi dikhta,Ustaad registration step 4 supporting line
ustaadCnicFrontTitle,Ustaad authentication,CNIC front,شناختی کارڈ سامنے,CNIC front,Ustaad registration CNIC front card title
ustaadCnicFrontSubtitle,Ustaad authentication,"Clear photo, whole card",صاف تصویر، پورا کارڈ,"Saaf tasveer, poora card",Ustaad registration CNIC front card subtitle
ustaadCnicBackTitle,Ustaad authentication,CNIC back,شناختی کارڈ پیچھے,CNIC back,Ustaad registration CNIC back card title
ustaadCnicBackSubtitle,Ustaad authentication,The back side,پیچھے کا رخ,Peechay ka rukh,Ustaad registration CNIC back card subtitle
ustaadUploadAction,Ustaad authentication,UPLOAD,اپ لوڈ,UPLOAD,Label inside an empty CNIC upload tile
ustaadPendingBadge,Ustaad authentication,Pending,باقی ہے,Baqi hai,Badge on a CNIC card that has not been uploaded yet
ustaadUploadedBadge,Ustaad authentication,Added,لگ گیا,Lag gaya,Badge on a CNIC card that has been uploaded
ustaadAgreementsLabel,Ustaad authentication,AGREEMENTS,معاہدے,AGREEMENTS,Section label above the Ustaad agreement cards
ustaadReadAction,Ustaad authentication,Read →,پڑھیں ←,Parhein →,Opens the full agreement document
ustaadSubmitButton,Ustaad authentication,Submit for Verification,تصدیق کے لیے بھیجیں,Verification ke liye bhejein,Ustaad registration step 4 primary button
ustaadAgreementGeneralSummary,Ustaad authentication,"How work is done, punctuality, uniform and ID, and the rate rules.",کام کا طریقہ، وقت کی پابندی، یونیفارم اور شناخت، اور ریٹ کے اصول۔,"Kaam ka tareeqa, waqt ki pabandi, uniform aur ID, aur rate ke usool.",One-line summary under the Ustaad General Agreement card. The binding text is the backend document itself; this only says what it covers.
ustaadAgreementTradeSummary,Ustaad authentication,"Matched to your trade — parts, grade and safety rules.",آپ کے کام کے مطابق — پرزے، گریڈ اور حفاظت کے اصول۔,"Aap ke kaam ke mutabiq — parts, grade aur safety ke usool.",One-line summary under the Trade Specific Agreement card.
ustaadAgreementBackgroundSummary,Ustaad authentication,"Permission for CNIC, police verification and reference checks.",شناختی کارڈ، پولیس ویریفیکیشن اور حوالہ جات کی جانچ کی اجازت۔,"CNIC, police verification aur reference check ki ijazat.",One-line summary under the Background Verification Consent card.
workerPendingReviewTitle,Worker onboarding,Profile under review,پروفائل جائزے میں ہے,Profile review mein hai,Title of the calm status card a Worker sees while an admin reviews their submitted profile. Deliberately not a call to action.
workerPendingReviewBody,Worker onboarding,Your details have been submitted for verification. You can start receiving jobs after approval.,آپ کی تفصیلات تصدیق کے لیے بھیج دی گئی ہیں۔ منظوری کے بعد آپ کام لینا شروع کر سکتے ہیں۔,Aap ki details verification ke liye bhej di gayi hain. Approval ke baad aap jobs lena shuru kar sakte hain.,Body of the pending-review status card. No time promise.
ustaadForgotHeading,Ustaad authentication,Reset Password,پاس ورڈ ری سیٹ کریں,Password reset karein,Ustaad password-reset step 1 heading
ustaadForgotSubtitle,Ustaad authentication,Enter your registered mobile number.,اپنا رجسٹرڈ موبائل نمبر لکھیں۔,Apna registered mobile number likhein.,Ustaad password-reset step 1 supporting line
ustaadForgotOtpHeading,Ustaad authentication,Verify Code,کوڈ کی تصدیق کریں,Code verify karein,Ustaad password-reset OTP step heading
ustaadForgotOtpBody,Ustaad authentication,A code was sent to +92 {phone}.,کوڈ +92 {phone} پر بھیجا گیا۔,+92 {phone} par code bheja gaya.,Ustaad password-reset OTP step supporting line
ustaadForgotNewPasswordHeading,Ustaad authentication,Create a New Password,نیا پاس ورڈ بنائیں,Naya password banayein,Ustaad password-reset new-password step heading
ustaadConfirmPasswordLabel,Ustaad authentication,Confirm Password,پاس ورڈ کی تصدیق کریں,Confirm Password,Ustaad password-reset confirm-password field label
ustaadChangePasswordButton,Ustaad authentication,Change Password,پاس ورڈ تبدیل کریں,Password change karein,Ustaad password-reset primary button
ustaadResetSuccessTitle,Ustaad authentication,Password changed,پاس ورڈ تبدیل ہو گیا,Password change ho gaya,Ustaad password-reset success heading
ustaadResetSuccessBody,Ustaad authentication,You can now login with your new password.,اب اپنے نئے پاس ورڈ سے لاگ ان کریں۔,Ab apne naye password se Login karein.,Ustaad password-reset success body
ustaadGoToLoginButton,Ustaad authentication,Go to Login,لاگ ان پر جائیں,Login par jayein,Returns to the login screen after a successful password reset
ustaadNewPasswordLabel,Ustaad authentication,New Password,نیا پاس ورڈ,New Password,"Ustaad password-reset new-password field label. The Roman Urdu deliberately keeps the English words, unlike the settings screen."
bookingSchedule,Client / Booking Detail summary,Schedule,شیڈول,Schedule,"One combined schedule line (date + time slot, or the urgent window)"
bookingPrice,Client / Booking Detail summary,Price,قیمت,Qeemat,Neutral price label used when a bidding job has no accepted bid yet
bookingPaymentTitle,Client / Booking Detail payment,Payment,ادائیگی,Payment,Payment section heading and the payment-status caption
bookingPaymentUnpaid,Client / Booking Detail payment,Unpaid,ادائیگی باقی,Payment baqi,Server settlement state: nothing received yet
bookingPaymentPartial,Client / Booking Detail payment,Partial,کچھ ادا شدہ,Thora diya,"Server settlement state: some cash received, some still due"
bookingStatusSectionLabel,Client / Booking Detail payment,Booking,بکنگ,Booking,"Caption above the booking lifecycle status, shown beside the payment status"
bookingHireNewUstaad,Client / Booking Detail,Hire New Ustaad,نیا استاد منتخب کریں,Naya Ustaad hire karein,CTA after the assigned Ustaad cancelled; that Ustaad is excluded server-side
bookingJobClosedTitle,Client / Booking Detail,Job completed,کام مکمل ہو گیا,Kaam mukammal ho gaya,Banner shown as soon as the booking status is COMPLETED
bookingJobClosedBody,Client / Booking Detail,This job is closed. You can still review your Ustaad or report a problem.,یہ کام بند ہو چکا ہے۔ آپ اب بھی استاد کو ریویو دے سکتے ہیں یا مسئلہ رپورٹ کر سکتے ہیں۔,Ye kaam band ho chuka hai. Aap ab bhi Ustaad ko review de sakte hain ya masla report kar sakte hain.,Explains that review and report remain available after the job closes
bookingReportLabel,Client / Booking Detail,Report,رپورٹ,Report,"Prefix of the compact report banner, e.g. 'Report - Pending'"
bookingPaymentReceived,Client / Booking Detail payment,Cash received,وصول شدہ رقم,Cash mila,Amount the server recorded as actually received
bookingPaymentRemaining,Client / Booking Detail payment,Remaining,باقی,Baqi,Amount still outstanding on a partial settlement
bookingPaymentExpected,Client / Booking Detail payment,Expected,متوقع رقم,Expected,Amount the settlement expected for the job
timelineStepWorkConfirmed,Client / Booking Detail timeline,Work confirmed,کام کنفرم ہو گیا,Kaam confirm hua,STANDARD step 1 - the hired Ustaad confirmed the job
timelineStepInspectionConfirmed,Client / Booking Detail timeline,Inspection confirmed,انسپیکشن کنفرم ہو گئی,Inspection confirm hui,INSPECTION step 1 - the inspection was confirmed
timelineStepUstaadHired,Client / Booking Detail timeline,Ustaad hired,استاد ہائر ہو گیا,Ustaad hire hua,BIDDING step 1 - a bid was accepted and an Ustaad hired
timelineStepWorkStarted,Client / Booking Detail timeline,Work started,کام شروع,Kaam shuru,STANDARD and BIDDING step 4 - work is under way
timelineStepInspectionStarted,Client / Booking Detail timeline,Inspection started,انسپیکشن شروع,Inspection shuru,INSPECTION step 4 - the inspection is under way
timelineStepWorkCompleted,Client / Booking Detail timeline,Work completed,کام مکمل,Kaam complete,STANDARD and BIDDING step 5 - the work is finished
timelineStepInspectionCompleted,Client / Booking Detail timeline,Inspection completed,انسپیکشن مکمل,Inspection complete,INSPECTION step 5 - the inspection is finished
timelineWaitingForUstaadTitle,Client / Booking Detail timeline,Waiting for an Ustaad,استاد کا انتظار,Ustaad ka intezaar,Shown instead of steps for a BIDDING job with nobody hired yet
timelineWaitingForUstaadBody,Client / Booking Detail timeline,Work starts once you hire an Ustaad for this job.,جیسے ہی آپ اس کام کے لیے استاد ہائر کریں گے، کام شروع ہو جائے گا۔,"Jaise hi aap is kaam ke liye Ustaad hire karenge, kaam shuru ho jayega.",Explains that the timeline starts once an Ustaad is hired
reportDetailsHelper,Client / Report a problem,A short description helps our team act on your report.,مختصر تفصیل سے ہماری ٹیم آپ کی شکایت پر جلد کارروائی کر سکتی ہے۔,Mukhtasar tafseel se hamari team aap ki shikayat par jald action le sakti hai.,Helper under the required description field on the report form
reportDetailsRequiredError,Client / Report a problem,Please describe the problem in at least 10 characters.,براہِ کرم مسئلہ کم از کم 10 حروف میں بیان کریں۔,Barae meherbani masla kam az kam 10 harf mein bayan karein.,Shown when the description is missing or shorter than 10 characters
workerPaymentPartsLabel,Ustaad / Job detail - Payment,Parts recovered,پرزہ جات کی رقم,Purza jaat ki raqam,Row label for the parts money recovered from the customer
workerPaymentLabourLabel,Ustaad / Job detail - Payment,Labour received,مزدوری موصول,Mazdoori wasool,Row label for the labour money actually received
workerPaymentAwaitingTitle,Ustaad / Job detail - Payment,Payment not recorded yet,ادائیگی ابھی درج نہیں ہوئی,Adaigi abhi darj nahi hui,Shown on a completed job before any payment has been recorded
workerPaymentAwaitingBody,Ustaad / Job detail - Payment,Once the cash is recorded you will see exactly what came in.,رقم درج ہوتے ہی آپ کو معلوم ہو جائے گا کہ کتنی رقم موصول ہوئی۔,Raqam darj hotay hi aap ko maloom ho jaye ga kitni raqam wasool hui.,Body under workerPaymentAwaitingTitle
workerReportPaymentAction,Ustaad / Job detail - Payment,Kam paisa mila?,کم پیسہ ملا؟,Kam paisa mila?,"Button that opens the ""customer paid less"" sheet. Roman Urdu phrase kept in all three languages"
workerReportPaymentTitle,Ustaad / Report received payment,How much did you actually receive?,آپ کو اصل میں کتنی رقم ملی؟,Aap ko asal mein kitni raqam mili?,Heading of the sheet where the Ustaad enters the cash actually received
workerReportPaymentHelper,Ustaad / Report received payment,Enter the cash the customer handed you. HandyGo works out the rest.,جو نقد رقم گاہک نے دی وہ لکھیں۔ باقی حساب HandyGo خود کرے گا۔,Jo cash customer ne diya wo likhein. Baqi hisaab HandyGo khud kare ga.,Helper text under the sheet heading. Keep the HandyGo brand untranslated
workerReportPaymentFieldLabel,Ustaad / Report received payment,Amount received,موصول شدہ رقم,Wasool shuda raqam,Label of the amount field
workerReportPaymentInvalidError,Ustaad / Report received payment,Enter a whole rupee amount of 0 or more.,صفر یا اس سے زیادہ مکمل روپے کی رقم لکھیں۔,Sifar ya us se zyada poore rupay ki raqam likhein.,Shown when the entered amount is blank or not a whole rupee amount
workerReportPaymentSubmit,Ustaad / Report received payment,Record payment,ادائیگی درج کریں,Adaigi darj karein,Submit button of the sheet
workerReportPaymentSuccess,Ustaad / Report received payment,Payment recorded. HandyGo will follow up on anything still owed.,ادائیگی درج ہو گئی۔ باقی رقم کے لیے HandyGo رابطہ کرے گا۔,Adaigi darj ho gayi. Baqi raqam ke liye HandyGo rabta kare ga.,Snack bar after the payment is recorded. Keep the HandyGo brand untranslated
workerReportPaymentFailed,Ustaad / Report received payment,Could not record the payment. Please try again.,ادائیگی درج نہیں ہو سکی۔ دوبارہ کوشش کریں۔,Adaigi darj nahi ho saki. Dobara koshish karein.,Snack bar when recording the payment fails
